Referência;MARCA;Impressora;Descrição;Capacidade;Família;Preço de Compra s/Imposto;PVD2;PVD3;Preço c/Imposto;PVD3
ST-404SMG;SAMSUNG;Toner (Laser);SAMSUNG CLT-M404S MAGENTA CARTUCHO DE TONER GENERICO SU234A;1.000 Páginas;185;12,50   ;17,49   ;16,87   ;29,90   ;Si
ST-404SYL;SAMSUNG;Toner (Laser);SAMSUNG CLT-Y404S YELLOW CARTUCHO DE TONER GENERICO SU444A;1.000 Páginas;185;12,50   ;17,49   ;16,87   ;29,90   ;No
ST-503LBK;SAMSUNG;Toner (Laser);SAMSUNG CLT-K503L BLACK CARTUCHO DE TONER GENERICO;8.000 Páginas;185;29,90   ;43,36   ;40,37   ;59,90   ;No
ST-503LCY;SAMSUNG;Toner (Laser);SAMSUNG CLT-C503L CYAN CARTUCHO DE TONER GENERICO;5.000 Páginas;185;29,90   ;43,36   ;40,37   ;59,90   ;No
ST-503LMG;SAMSUNG;Toner (Laser);SAMSUNG CLT-M503L MAGENTA CARTUCHO DE TONER GENERICO;5.000 Páginas;185;29,90   ;43,36   ;40,37   ;59,90   ;No
ST-503LYL;SAMSUNG;Toner (Laser);SAMSUNG CLT-Y503L YELLOW CARTUCHO DE TONER GENERICO;5.000 Páginas;185;29,90   ;43,36   ;40,37   ;59,90   ;Si
ST-505LBK;SAMSUNG;Toner (Laser);SAMSUNG CLT-K505L BLACK CARTUCHO DE TONER GENERICO;6.000 Páginas;185;27,17   ;39,39   ;36,67   ;68,90   ;Si
ST-505LCY;SAMSUNG;Toner (Laser);SAMSUNG CLT-C505L CYAN CARTUCHO DE TONER GENERICO;3.500 Páginas;185;27,17   ;39,39   ;36,67   ;68,90   ;Si
ST-505LMG;SAMSUNG;Toner (Laser);SAMSUNG CLT-M505L MAGENTA CARTUCHO DE TONER GENERICO;3.500 Páginas;185;27,17   ;39,39   ;36,67   ;68,90   ;Si
ST-505LYL;SAMSUNG;Toner (Laser);SAMSUNG CLT-Y505L YELLOW CARTUCHO DE TONER GENERICO;3.500 Páginas;185;27,17   ;39,39   ;36,67   ;68,90   ;No
ST-659SBK;SAMSUNG;Toner (Laser);SAMSUNG CLT-K659S BLACK CARTUCHO DE TONER GENERICO;20.000 Páginas;185;31,27   ;45,34   ;42,21   ;59,99   ;Si
ST-659SCY;SAMSUNG;Toner (Laser);SAMSUNG CLT-C659S CYAN CARTUCHO DE TONER GENERICO;20.000 Páginas;185;35,98   ;52,16   ;48,57   ;94,99   ;Si
ST-659SMG;SAMSUNG;Toner (Laser);SAMSUNG CLT-M659S MAGENTA CARTUCHO DE TONER GENERICO;20.000 Páginas;185;35,98   ;52,16   ;48,57   ;94,99   ;Si
ST-659SYL;SAMSUNG;Toner (Laser);SAMSUNG CLT-Y659S YELLOW CARTUCHO DE TONER GENERICO;20.000 Páginas;185;35,98   ;52,16   ;48,57   ;94,99   ;Si
ST-809SBK;SAMSUNG;Toner (Laser);SAMSUNG CLT-K809S BLACK CARTUCHO DE TONER GENERICO;20.000 Páginas;185;19,74   ;28,62   ;26,64   ;49,90   ;Si
ST-809SCY;SAMSUNG;Toner (Laser);SAMSUNG CLT-C809S CYAN CARTUCHO DE TONER GENERICO;15.000 Páginas;185;24,05   ;34,87   ;32,46   ;69,90   ;Si
ST-809SMG;SAMSUNG;Toner (Laser);SAMSUNG CLT-M809S MAGENTA CARTUCHO DE TONER GENERICO;15.000 Páginas;185;24,05   ;34,87   ;32,46   ;69,90   ;Si
ST-809SYL;SAMSUNG;Toner (Laser);SAMSUNG CLT-Y809S YELLOW CARTUCHO DE TONER GENERICO;15.000 Páginas;185;24,05   ;34,87   ;32,46   ;69,90   ;Si
ST-CLP300BK;SAMSUNG;Toner (Laser);SAMSUNG CLP300/CLX2160 BLACK CARTUCHO DE TONER GENERICO CLP-K300A;2.000 Páginas;185;3,79   ;5,30   ;5,12   ;12,75   ;Si
ST-CLP300CY;SAMSUNG;Toner (Laser);SAMSUNG CLP300/CLX2160 CYAN CARTUCHO DE TONER GENERICO CLP-C300A;1.000 Páginas;185;3,79   ;5,30   ;5,12   ;12,75   ;Si
ST-CLP300MG;SAMSUNG;Toner (Laser);SAMSUNG CLP300/CLX2160 MAGENTA CARTUCHO DE TONER GENERICO CLP-M300A;1.000 Páginas;185;3,79   ;5,30   ;5,12   ;12,75   ;Si
ST-CLP300YL;SAMSUNG;Toner (Laser);SAMSUNG CLP300/CLX2160 YELLOW CARTUCHO DE TONER GENERICO CLP-Y300A;1.000 Páginas;185;3,79   ;5,30   ;5,12   ;12,75   ;Si
ST-CLP315BK-PR;SAMSUNG;Toner (Laser);SAMSUNG CLP310/CLP315 BLACK CARTUCHO DE TONER REMANUFACTUADO CLT-K4092S/SU138A;1.500 Páginas;185;6,26   ;8,76   ;8,45   ;23,90   ;Si
ST-CLP315CY-PR;SAMSUNG;Toner (Laser);SAMSUNG CLP310/CLP315 CYAN CARTUCHO DE TONER REMANUFACTURADO CLT-C4092S/SU005A;1.000 Páginas;185;6,26   ;8,76   ;8,45   ;23,90   ;Si
ST-CLP315MG-PR;SAMSUNG;Toner (Laser);SAMSUNG CLP310/CLP315 MAGENTA CARTUCHO DE TONER REMANUFACTURADO CLT-M4092S/SU272A;1.000 Páginas;185;6,26   ;8,76   ;8,45   ;23,90   ;Si
ST-CLP315YL-PR;SAMSUNG;Toner (Laser);SAMSUNG CLP310/CLP315 YELLOW CARTUCHO DE TONER REMANUFACTURADO CLT-Y4092S/SU482A;1.000 Páginas;185;6,26   ;8,76   ;8,45   ;23,90   ;Si
ST-CLP325BK-PR;SAMSUNG;Toner (Laser);SAMSUNG CLP320/CLP325 BLACK CARTUCHO DE TONER REMANUFACTURADO CLT-K4072S/SU128A;1.500 Páginas;185;6,26   ;8,76   ;8,45   ;23,90   ;Si
ST-CLP325CY-PR;SAMSUNG;Toner (Laser);SAMSUNG CLP320/CLP325 CYAN CARTUCHO DE TONER REMANUFACTURADO CLT-C4072S/ST944A;1.000 Páginas;185;6,26   ;8,76   ;8,45   ;23,90   ;Si
ST-CLP325MG-PR;SAMSUNG;Toner (Laser);SAMSUNG CLP320/CLP325 MAGENTA CARTUCHO DE TONER REMANUFACTURADO CLT-M4072S/SU262A;1.000 Páginas;185;6,26   ;8,76   ;8,45   ;23,90   ;Si
ST-CLP325YL-PR;SAMSUNG;Toner (Laser);SAMSUNG CLP320/CLP325 YELLOW CARTUCHO DE TONER REMANUFACTURADO CLT-Y4072S/SU472A;1.000 Páginas;185;6,26   ;8,76   ;8,45   ;23,90   ;Si
ST-CLP350BK;SAMSUNG;Toner (Laser);SAMSUNG CLP350 BLACK CARTUCHO DE TONER GENERICO CLP-K350A;4.000 Páginas;185;4,42   ;6,19   ;5,96   ;17,50   ;Si
ST-CLP350YL;SAMSUNG;Toner (Laser);SAMSUNG CLP350 YELLOW CARTUCHO DE TONER GENERICO CLP-Y350A;2.000 Páginas;185;4,42   ;6,19   ;5,96   ;17,50   ;Si
ST-CLP360BK-PR;SAMSUNG;Toner (Laser);SAMSUNG CLP360/CLX3305 BLACK CARTUCHO DE TONER REMANUFACTURADO CLT-K406S/SU118A;1.500 Páginas;185;11,49   ;16,08   ;15,51   ;34,90   ;Si
ST-CLP360CY-PR;SAMSUNG;Toner (Laser);SAMSUNG CLP360/CLX3305 CYAN CARTUCHO DE TONER REMANUFACTURADO CLT-C406S/ST984A;1.000 Páginas;185;11,49   ;16,08   ;15,51   ;34,90   ;Si
ST-CLP360MG-PR;SAMSUNG;Toner (Laser);SAMSUNG CLP360/CLX3305 MAGENTA CARTUCHO DE TONER REMANUFACTURADO CLT-M406S/SU252A;1.000 Páginas;185;11,49   ;16,08   ;15,51   ;34,90   ;Si
ST-CLP360YL-PR;SAMSUNG;Toner (Laser);SAMSUNG CLP360/CLX3305 YELLOW CARTUCHO DE TONER REMANUFACTURADO CLT-Y406S/SU462A;1.000 Páginas;185;11,49   ;16,08   ;15,51   ;34,90   ;Si
ST-CLP415BK(504S);SAMSUNG;Toner (Laser);SAMSUNG CLP415/CLX4195 BLACK CARTUCHO DE TONER GENERICO CLT-K504S;2.500 Páginas;185;12,18   ;17,05   ;16,44   ;46,50   ;Si
ST-CLP415CY(504S);SAMSUNG;Toner (Laser);SAMSUNG CLP415/CLX4195 CYAN CARTUCHO DE TONER GENERICO CLT-C504S;1.800 Páginas;185;12,18   ;17,05   ;16,44   ;46,50   ;Si
ST-CLP415MG(504S);SAMSUNG;Toner (Laser);SAMSUNG CLP415/CLX4195 MAGENTA CARTUCHO DE TONER GENERICO CLT-M504S;1.800 Páginas;185;12,18   ;17,05   ;16,44   ;46,50   ;Si
ST-CLP415YL(504S);SAMSUNG;Toner (Laser);SAMSUNG CLP415/CLX4195 YELLOW CARTUCHO DE TONER GENERICO CLT-Y504S;1.800 Páginas;185;12,18   ;17,05   ;16,44   ;46,50   ;Si
ST-CLP500MG;SAMSUNG;Toner (Laser);SAMSUNG CLP500/CLP550 MAGENTA CARTUCHO DE TONER GENERICO CLP-500D5M;5.000 Páginas;185;23,34   ;33,85   ;31,51   ;57,73   ;Si
ST-CLP500YL;SAMSUNG;Toner (Laser);SAMSUNG CLP500/CLP550 YELLOW CARTUCHO DE TONER GENERICO CLP-500D5Y;5.000 Páginas;185;23,34   ;33,85   ;31,51   ;57,73   ;No
ST-CLP510MG;SAMSUNG;Toner (Laser);SAMSUNG CLP510 MAGENTA CARTUCHO DE TONER GENERICO CLP-510D5M;5.000 Páginas;185;25,14   ;36,45   ;33,94   ;51,50   ;No
ST-CLP510YL;SAMSUNG;Toner (Laser);SAMSUNG CLP510 YELLOW CARTUCHO DE TONER GENERICO CLP-510D5Y;5.000 Páginas;185;25,14   ;36,45   ;33,94   ;51,50   ;Si
ST-CLP600MG;SAMSUNG;Toner (Laser);SAMSUNG CLP600/CLP650 MAGENTA CARTUCHO DE TONER GENERICO CLP-M600A;4.000 Páginas;185;28,73   ;41,66   ;38,78   ;63,50   ;No
ST-CLP610BK;SAMSUNG;Toner (Laser);SAMSUNG CLP610/CLP660 BLACK TONER GENERICO CLP-K660A;5.500 Páginas;185;20,19   ;29,27   ;27,25   ;53,75   ;No
ST-CLP610CY;SAMSUNG;Toner (Laser);SAMSUNG CLP610/CLP660 CYAN TONER GENERICO CLP-C660B;5.000 Páginas;185;20,19   ;29,27   ;27,25   ;53,75   ;No
ST-CLP610MG;SAMSUNG;Toner (Laser);SAMSUNG CLP610/CLP660 MAGENTA TONER GENERICO CLP-M660B;5.000 Páginas;185;20,19   ;29,27   ;27,25   ;53,75   ;Si
ST-CLP610YL;SAMSUNG;Toner (Laser);SAMSUNG CLP610/CLP660 YELLOW TONER GENERICO CLP-Y660B;5.000 Páginas;185;20,19   ;29,27   ;27,25   ;53,75   ;Si
ST-CLP620BK;SAMSUNG;Toner (Laser);SAMSUNG CLP620/CLP670 BLACK CARTUCHO DE TONER GENERICO CLT-K5082L;5.000 Páginas;185;14,66   ;20,53   ;19,79   ;51,90   ;Si
ST-CLP620CY;SAMSUNG;Toner (Laser);SAMSUNG CLP620/CLP670 CYAN CARTUCHO DE TONER GENERICO CLT-C5082L;4.000 Páginas;185;14,66   ;20,53   ;19,79   ;51,90   ;Si
ST-CLP620MG;SAMSUNG;Toner (Laser);SAMSUNG CLP620/CLP670 MAGENTA CARTUCHO DE TONER GENERICO CLT-M5082L;4.000 Páginas;185;14,66   ;20,53   ;19,79   ;51,90   ;Si
ST-CLP620YL;SAMSUNG;Toner (Laser);SAMSUNG CLP620/CLP670 YELLOW CARTUCHO DE TONER GENERICO CLT-Y5082L;4.000 Páginas;185;14,66   ;20,53   ;19,79   ;51,90   ;Si
ST-CLP680BK(506L);SAMSUNG;Toner (Laser);SAMSUNG CLP680/CLX6260 BLACK CARTUCHO DE TONER GENERICO CLT-K506L;6.000 Páginas;185;14,12   ;19,76   ;19,06   ;57,90   ;Si
ST-CLP680CY(506L);SAMSUNG;Toner (Laser);SAMSUNG CLP680/CLX6260 CYAN CARTUCHO DE TONER GENERICO CLT-C506L;3.500 Páginas;185;14,12   ;19,76   ;19,06   ;57,90   ;Si
ST-CLP680MG(506L);SAMSUNG;Toner (Laser);SAMSUNG CLP680/CLX6260 MAGENTA CARTUCHO DE TONER GENERICO CLT-M506L;3.500 Páginas;185;14,12   ;19,76   ;19,06   ;57,90   ;No
ST-CLP680YL(506L);SAMSUNG;Toner (Laser);SAMSUNG CLP680/CLX6260 YELLOW CARTUCHO DE TONER GENERICO CLT-Y506L;3.500 Páginas;185;14,12   ;19,76   ;19,06   ;57,90   ;Si
ST-CLP770BK;SAMSUNG;Toner (Laser);SAMSUNG CLP770/CLP775 BLACK CARTUCHO DE TONER GENERICO CLT-K6092S;7.000 Páginas;185;14,94   ;20,92   ;20,17   ;69,50   ;No
ST-CLP770CY;SAMSUNG;Toner (Laser);SAMSUNG CLP770/CLP775 CYAN CARTUCHO DE TONER GENERICO CLT-C6092S;7.000 Páginas;185;14,94   ;20,92   ;20,17   ;72,50   ;No
ST-CLP770MG;SAMSUNG;Toner (Laser);SAMSUNG CLP770/CLP775 MAGENTA CARTUCHO DE TONER GENERICO CLT-M6092S;7.000 Páginas;185;14,94   ;20,92   ;20,17   ;72,50   ;Si
ST-CLP770YL;SAMSUNG;Toner (Laser);SAMSUNG CLP770/CLP775 YELLOW CARTUCHO DE TONER GENERICO CLT-Y6092S;7.000 Páginas;185;14,94   ;20,92   ;20,17   ;72,50   ;Si
ST-DRCLP315/CLP325;SAMSUNG;Toner (Laser);SAMSUNG CLP315/CLP325 TAMBOR DE IMAGEM GENERICO CLT-R409/CLT-R407/SU414A/SU408A (DRUM);24.000 Páginas;185;31,74   ;46,02   ;42,85   ;84,99   ;Si
ST-DRCLP360(R406);SAMSUNG;Toner (Laser);SAMSUNG CLP360/CLP365 TAMBOR DE IMAGEM GENERICO CLT-R406 (DRUM);1*16.000 y 3*4.000 Páginas;185;27,91   ;40,46   ;37,67   ;69,99   ;No
ST-DRSCX6555;SAMSUNG;Toner (Laser);SAMSUNG SCX6555N/SCX6545N TAMBOR DE IMAGEM GENERICO SCX-R6555A (DRUM);80.000 Páginas;185;22,88   ;33,18   ;30,89   ;69,90   ;Si
ST-ML1210;SAMSUNG;Toner (Laser);SAMSUNG ML1210 BLACK CARTUCHO DE TONER GENERICO ML-1210D3;3.000 Páginas;185;6,37   ;8,91   ;8,59   ;29,90   ;Si
ST-ML1210;LEXMARK;Toner (Laser);LEXMARK OPTRA E210 BLACK CARTUCHO DE TONER GENERICO 10S0150;3.000 Páginas;185;6,37   ;8,91   ;8,59   ;28,50   ;Si
ST-ML1610;DELL;Toner (Laser);DELL 1100/1110 BLACK CARTUCHO DE TONER GENERICO 593-10109;3.000 Páginas;185;5,07   ;7,10   ;6,84   ;26,50   ;Si
ST-ML1610;SAMSUNG;Toner (Laser);SAMSUNG ML1610/SCX4521/ML2010 BLACK TONER GENERICO ML-1610D2/ML-2010D3/MLT-D119S;3.000 Páginas;185;5,07   ;7,10   ;6,84   ;26,50   ;Si
ST-ML1630;SAMSUNG;Toner (Laser);SAMSUNG ML1630 BLACK CARTUCHO DE TONER GENERICO ML-D1630A;2.000 Páginas;185;6,70   ;9,38   ;9,04   ;32,50   ;Si
ST-ML1640;SAMSUNG;Toner (Laser);SAMSUNG ML1640/ML2240 BLACK CARTUCHO DE TONER GENERICO MLT-D1082S;1.500 Páginas;185;5,58   ;7,81   ;7,53   ;29,90   ;Si
ST-ML1660-PR;SAMSUNG;Toner (Laser);SAMSUNG ML1660/SCX3200 BLACK CARTUCHO DE TONER REMANUFACTURADO MLT-D1042S/MLT-D1042X/SU737A/SU738A;1.500 Páginas;185;6,33   ;8,86   ;8,54   ;21,90   ;Si
ST-ML1710;RICOH;Toner (Laser);RICOH TYPE 1275D CARTUCHO DE TONER GENERICO 412641;3.000 Páginas;185;5,06   ;7,09   ;6,84   ;33,50   ;Si
ST-ML1710;LEXMARK;Toner (Laser);LEXMARK X215 BLACK CARTUCHO DE TONER GENERICO 18S0090;3.000 Páginas;185;5,06   ;7,09   ;6,84   ;33,50   ;Si
ST-ML1710;SAMSUNG;Toner (Laser);SAMSUNG ML1710 BLACK CARTUCHO DE TONER GENERICO ML-1710D3;3.000 Páginas;185;5,06   ;7,09   ;6,84   ;33,50   ;Si
ST-ML1910;SAMSUNG;Toner (Laser);SAMSUNG ML1910/SCX4623 BLACK CARTUCHO DE TONER GENERICO MLT-D1052L;2.500 Páginas;185;5,05   ;7,07   ;6,82   ;24,90   ;Si
ST-ML2150;SAMSUNG;Toner (Laser);SAMSUNG ML2150 BLACK CARTUCHO DE TONER GENERICO ML-2150D8;8.000 Páginas;185;13,99   ;19,59   ;18,89   ;46,50   ;Si
ST-ML2250;SAMSUNG;Toner (Laser);SAMSUNG ML2250/ML2251 BLACK CARTUCHO DE TONER GENERICO ML-2250D5;5.000 Páginas;185;9,50   ;13,30   ;12,82   ;34,50   ;Si
ST-ML2850;SAMSUNG;Toner (Laser);SAMSUNG ML2850 BLACK CARTUCHO DE TONER GENERICO ML-D2850B;5.000 Páginas;185;7,07   ;9,90   ;9,55   ;29,90   ;Si
ST-ML3050;SAMSUNG;Toner (Laser);SAMSUNG ML3050/ML3051 BLACK CARTUCHO DE TONER GENERICO ML-D3050B;8.000 Páginas;185;8,75   ;12,25   ;11,81   ;29,95   ;Si
ST-ML3470;SAMSUNG;Toner (Laser);SAMSUNG ML3470 BLACK CARTUCHO DE TONER GENERICO ML-D3470B;10.000 Páginas;185;8,28   ;11,59   ;11,17   ;31,90   ;Si
ST-ML3560;SAMSUNG;Toner (Laser);SAMSUNG ML3560/ML3561 BLACK CARTUCHO DE TONER GENERICO ML-3560DB;12.000 Páginas;185;14,74   ;20,64   ;19,90   ;59,90   ;Si
ST-ML4510;SAMSUNG;Toner (Laser);SAMSUNG ML4510/ML5010 BLACK CARTUCHO DE TONER GENERICO MLT-D307L;15.000 Páginas;185;12,98   ;18,17   ;17,52   ;49,90   ;Si
ST-ML4550B;SAMSUNG;Toner (Laser);SAMSUNG ML4050/ML4550/ML4551 BLACK CARTUCHO DE TONER GENERICO ML-D4550B;20.000 Páginas;185;18,47   ;26,78   ;24,94   ;65,75   ;No
ST-ML6060;SAMSUNG;Toner (Laser);SAMSUNG ML1440/ML1450/ML6040/ML6060 BLACK CARTUCHO DE TONER GENERICO;6.000 Páginas;185;25,37   ;36,79   ;34,25   ;54,90   ;Si
ST-MLTD101S;SAMSUNG;Toner (Laser);SAMSUNG ML2160/SCX3405 BLACK CARTUCHO DE TONER GENERICO MLT-D101S/SU696A;1.500 Páginas;185;5,11   ;7,15   ;6,90   ;21,90   ;Si
ST-MLTD101S-PR;SAMSUNG;Toner (Laser);SAMSUNG ML2160/SCX3405 BLACK CARTUCHO DE TONER REMANUFACTURADO MLT-D101S/SU696A;1.500 Páginas;185;7,41   ;10,37   ;10,00   ;23,99   ;Si
ST-MLTD103L;SAMSUNG;Toner (Laser);SAMSUNG ML2950/SCX4728 BLACK CARTUCHO DE TONER GENERICO MLT-D103L;2.500 Páginas;185;5,93   ;8,31   ;8,01   ;29,90   ;No
ST-MLTD111L-PR;SAMSUNG;Toner (Laser);SAMSUNG MLT-D111L/MLT-D111S BLACK CARTUCHO DE TONER REMANUFACTURADO SU799A/SU810A;1.800 Páginas;185;8,14   ;11,40   ;10,99   ;29,90   ;Si
ST-MLTD111S;SAMSUNG;Toner (Laser);SAMSUNG MLT-D111S BLACK CARTUCHO DE TONER GENERICO SU810A;1.000 Páginas;185;7,45   ;10,42   ;10,05   ;19,95   ;No
ST-MLTD115L;SAMSUNG;Toner (Laser);SAMSUNG MLT-D115L BLACK CARTUCHO DE TONER GENERICO;3.000 Páginas;185;20,70   ;30,01   ;27,94   ;46,50   ;No
ST-MLTD116L;SAMSUNG;Toner (Laser);SAMSUNG MLT-D116L BLACK CARTUCHO DE TONER GENERICO;3.000 Páginas;185;7,79   ;10,91   ;10,52   ;23,50   ;No
ST-MLTD116L-PR;SAMSUNG;Toner (Laser);SAMSUNG MLT-D116L BLACK CARTUCHO DE TONER REMANUFACTURADO;3.000 Páginas;185;7,08   ;9,91   ;9,56   ;29,90   ;No
ST-MLTD117S;SAMSUNG;Toner (Laser);SAMSUNG SCX4655 BLACK CARTUCHO DE TONER GENERICO MLT-D117S;2.500 Páginas;185;6,60   ;9,24   ;8,91   ;29,90   ;Si
ST-MLTD201L(20k);SAMSUNG;Toner (Laser);SAMSUNG MLT-D201L BLACK CARTUCHO DE TONER GENERICO;20.000 Páginas;185;28,23   ;40,94   ;38,12   ;89,90   ;Si
ST-MLTD203E;SAMSUNG;Toner (Laser);SAMSUNG MLT-D203E BLACK CARTUCHO DE TONER GENERICO;10.000 Páginas;185;12,12   ;16,97   ;16,37   ;54,90   ;Si
ST-MLTD203L;SAMSUNG;Toner (Laser);SAMSUNG MLT-D203L BLACK CARTUCHO DE TONER GENERICO;5.000 Páginas;185;11,31   ;15,84   ;15,27   ;49,90   ;No
ST-MLTD203U-PR;SAMSUNG;Toner (Laser);SAMSUNG MLT-D203U BLACK CARTUCHO DE TONER GENERICO;15.000 Páginas;185;12,66   ;17,73   ;17,09   ;54,90   ;Si
ST-MLTD204E;SAMSUNG;Toner (Laser);SAMSUNG MLT-D204E BLACK CARTUCHO DE TONER GENERICO;10.000 Páginas;185;10,42   ;14,59   ;14,07   ;54,90   ;Si
ST-MLTD204L;SAMSUNG;Toner (Laser);SAMSUNG MLT-D204L BLACK CARTUCHO DE TONER GENERICO;5.000 Páginas;185;11,50   ;16,10   ;15,52   ;47,90   ;No
ST-MLTD205E;SAMSUNG;Toner (Laser);SAMSUNG ML3710 BLACK TONER GENERICO MLT-D205E;10.000 Páginas;185;10,06   ;14,09   ;13,58   ;35,90   ;Si
ST-MLTD205L;SAMSUNG;Toner (Laser);SAMSUNG ML3310/ML3710 BLACK TONER GENERICO MLT-D205L;5.000 Páginas;185;10,49   ;14,69   ;14,17   ;34,50   ;Si
ST-MLTD2082L;SAMSUNG;Toner (Laser);SAMSUNG SCX5635/SCX5835 BLACK CARTUCHO DE TONER GENERICO MLT-D2082L;10.000 Páginas;185;10,48   ;14,67   ;14,14   ;31,90   ;Si
ST-MLTD2092L;SAMSUNG;Toner (Laser);SAMSUNG SCX4824/ML2855 BLACK CARTUCHO DE TONER GENERICO MLT-D2092L;5.000 Páginas;185;6,77   ;9,48   ;9,14   ;34,90   ;Si
ST-MLTD303E;SAMSUNG;Toner (Laser);SAMSUNG MLT-D303E BLACK CARTUCHO DE TONER GENERICO;40.000 Páginas;185;46,90   ;68,01   ;63,32   ;99,90   ;No
ST-MLTD304E(40k);SAMSUNG;Toner (Laser);SAMSUNG MLT-D304E BLACK CARTUCHO DE TONER GENERICO;40.000 Páginas;185;94,57   ;137,12   ;127,67   ;184,90   ;No
ST-MLTD304L(20k);SAMSUNG;Toner (Laser);SAMSUNG MLT-D304L BLACK CARTUCHO DE TONER GENERICO;20.000 Páginas;185;70,63   ;102,41   ;95,35   ;138,90   ;No
ST-MLTD304S(7k);SAMSUNG;Toner (Laser);SAMSUNG MLT-D304S BLACK CARTUCHO DE TONER GENERICO;7.000 Páginas;185;46,69   ;67,69   ;63,03   ;94,90   ;Si
ST-MLTD305L;SAMSUNG;Toner (Laser);SAMSUNG ML3750ND BLACK CARTUCHO DE TONER GENERICO MLT-D305L;15.000 Páginas;185;12,12   ;16,96   ;16,36   ;57,50   ;Si
ST-MLTD307S(7k);SAMSUNG;Toner (Laser);SAMSUNG ML4510/ML5010 BLACK CARTUCHO DE TONER GENERICO MLT-D307S;7.000 Páginas;185;15,21   ;22,06   ;20,54   ;44,90   ;Si
ST-MLTD309L(30k);SAMSUNG;Toner (Laser);SAMSUNG ML5510/ML6510 BLACK CARTUCHO DE TONER GENERICO MLT-D309L;30.000 Páginas;185;26,07   ;37,80   ;35,20   ;88,90   ;Si
ST-MLTD309S(10k);SAMSUNG;Toner (Laser);SAMSUNG ML5510/ML6510 BLACK CARTUCHO DE TONER GENERICO MLT-D309S;10.000 Páginas;185;29,71   ;43,07   ;40,10   ;63,90   ;No
ST-MLTD707L;SAMSUNG;Toner (Laser);SAMSUNG MLT-D707L BLACK CARTUCHO DE TONER GENERICO;10.000 Páginas;185;15,90   ;23,06   ;21,47   ;46,50   ;Si
ST-MLTK607S;SAMSUNG;Toner (Laser);SAMSUNG MLT-K607S BLACK CARTUCHO DE TONER GENERICO;20.000 Páginas;185;26,31   ;38,15   ;35,52   ;54,99   ;Si
ST-MLTR116;SAMSUNG;Toner (Laser);SAMSUNG MLT-R116 TAMBOR DE IMAGEM GENERICO (DRUM);9.000 Páginas;185;5,40   ;7,56   ;7,29   ;31,75   ;Si
ST-MLTR204;SAMSUNG;Toner (Laser);SAMSUNG MLT-R204 TAMBOR DE IMAGEM GENERICO (DRUM);30.000 Páginas;185;6,56   ;9,18   ;8,86   ;46,50   ;No
ST-MLTR307;SAMSUNG;Toner (Laser);SAMSUNG ML4510/ML5010 BLACK TAMBOR DE IMAGEM GENERICO MLT-R307/SV154A (DRUM);60.000 Páginas;185;34,81   ;50,47   ;46,99   ;78,90   ;Si
ST-PH210XFBK;HP;Toner (Laser);SMART MATE HP CF210X/CF210A BLACK CARTUCHO DE TONER GENERICO Nº131X/131A;2.400 Páginas;185;22,79   ;33,05   ;30,77   ;49,90   ;Si
ST-PH211FC;HP;Toner (Laser);SMART MATE HP CF211A CYAN CARTUCHO DE TONER GENERICO Nº131A;1.800 Páginas;185;22,46   ;32,56   ;30,32   ;46,90   ;Si
ST-PH212FY;HP;Toner (Laser);SMART MATE HP CF212A YELLOW CARTUCHO DE TONER GENERICO Nº131A;1.800 Páginas;185;22,46   ;32,56   ;30,32   ;46,90   ;Si
ST-PH213FM;HP;Toner (Laser);SMART MATE HP CF213A MAGENTA CARTUCHO DE TONER GENERICO Nº131A;1.800 Páginas;185;22,46   ;32,56   ;30,32   ;46,90   ;Si
ST-PH250XFBK;HP;Toner (Laser);SMART MATE HP CE250X/CE250A BLACK CARTUCHO DE TONER GENERICO Nº504X/504A;10.500 Páginas;185;48,58   ;70,44   ;65,58   ;89,90   ;Si
ST-PH251FC;HP;Toner (Laser);SMART MATE HP CE251A CYAN CARTUCHO DE TONER GENERICO Nº504A;7.000 Páginas;185;41,26   ;59,82   ;55,70   ;79,90   ;Si
ST-PH252FY;HP;Toner (Laser);SMART MATE HP CE252A YELLOW CARTUCHO DE TONER GENERICO Nº504A;7.000 Páginas;185;41,26   ;59,82   ;55,70   ;79,90   ;Si
ST-PH260FBK;HP;Toner (Laser);SMART MATE HP CE260A BLACK CARTUCHO DE TONER GENERICO Nº647A;8.500 Páginas;185;47,35   ;68,65   ;63,92   ;89,90   ;Si
ST-PH260XFBK;HP;Toner (Laser);SMART MATE HP CE260X BLACK CARTUCHO DE TONER GENERICO Nº649X;17.000 Páginas;185;63,63   ;92,26   ;85,90   ;109,90   ;Si
ST-PH261FC;HP;Toner (Laser);SMART MATE HP CE261A CYAN CARTUCHO DE TONER GENERICO Nº648A;11.000 Páginas;185;56,07   ;81,30   ;75,69   ;99,90   ;Si
ST-PH262FY;HP;Toner (Laser);SMART MATE HP CE262A YELLOW CARTUCHO DE TONER GENERICO Nº648A;11.000 Páginas;185;56,07   ;81,30   ;75,69   ;99,90   ;Si
ST-PH263FM;HP;Toner (Laser);SMART MATE HP CE263A MAGENTA CARTUCHO DE TONER GENERICO Nº648A;11.000 Páginas;185;56,07   ;81,30   ;75,69   ;99,90   ;Si
ST-PH281CW;HP;Toner (Laser);SMART MATE HP CF281A BLACK CARTUCHO DE TONER GENERICO Nº81A;10.500 Páginas;185;48,76   ;70,70   ;65,83   ;99,90   ;No
